diseases,Indicator_data,CASE_ID,First Tooltip,range_low,range_high
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Belgium,2016,Both sexes",6.31,2.35,11.53
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Belgium,2016,Male",5.79,2.16,10.58
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Belgium,2016,Female",6.81,2.54,12.45
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Belize,2016,Both sexes",9,6.5,11.96
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Belize,2016,Male",9.96,7.1,13.26
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Belize,2016,Female",8.04,5.82,10.64
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Benin,2016,Both sexes",70.24,59.34,78.72
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Benin,2016,Male",70.39,59.3,79.24
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Benin,2016,Female",70.1,59.25,78.27
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Bhutan,2016,Both sexes",15.04,10.92,18.7
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Bhutan,2016,Male",13.77,9.98,17.21
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Bhutan,2016,Female",16.49,11.95,20.44
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Bolivia (Plurinational State of),2016,Both sexes",19.44,14.32,25.09
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Bolivia (Plurinational State of),2016,Male",20.85,15.29,26.9
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Bolivia (Plurinational State of),2016,Female",18.03,13.34,23.05
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Bosnia and Herzegovina,2016,Both sexes",4.79,3.33,6.22
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Bosnia and Herzegovina,2016,Male",4.76,3.28,6.23
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Bosnia and Herzegovina,2016,Female",4.83,3.36,6.26
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Botswana,2016,Both sexes",18.73,13.58,23.75
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Botswana,2016,Male",20.38,14.6,26
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Botswana,2016,Female",17.13,12.39,21.8
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Brazil,2016,Both sexes",7.03,3.72,11.73
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Brazil,2016,Male",6.94,3.62,11.6
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Brazil,2016,Female",7.12,3.88,11.9
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Brunei Darussalam,2016,Both sexes",0.56,0.031,1.7
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Brunei Darussalam,2016,Male",0.65,0.035,1.96
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Brunei Darussalam,2016,Female",0.47,0.026,1.42
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Bulgaria,2016,Both sexes",4.78,2.29,9.45
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Bulgaria,2016,Male",5.61,2.7,10.82
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Bulgaria,2016,Female",4,1.89,8.12
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Burkina Faso,2016,Both sexes",55.09,46.58,61.55
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Burkina Faso,2016,Male",54.9,46.18,61.78
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Burkina Faso,2016,Female",55.27,46.83,61.62
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Burundi,2016,Both sexes",60.99,51.96,68.19
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Burundi,2016,Male",63.45,53.93,71.13
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Burundi,2016,Female",58.62,49.99,65.3
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Cabo Verde,2016,Both sexes",23.44,17.46,31.44
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Cabo Verde,2016,Male",25.06,18.53,33.43
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Cabo Verde,2016,Female",21.84,16.33,29.47
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Cambodia,2016,Both sexes",28.73,24.23,32.63
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Cambodia,2016,Male",28.47,23.7,32.63
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Cambodia,2016,Female",28.98,24.5,32.77
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Cameroon,2016,Both sexes",69.19,57.22,78.53
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Cameroon,2016,Male",75.31,62.11,85.84
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Cameroon,2016,Female",63.06,52.57,71.21
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Canada,2016,Both sexes",0.95,0.11,2.54
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Canada,2016,Male",0.87,0.1,2.33
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Canada,2016,Female",1.02,0.12,2.75
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Central African Republic,2016,Both sexes",79.83,67.92,89.04
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Central African Republic,2016,Male",81.34,68.94,90.88
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Central African Republic,2016,Female",78.37,66.78,87.34
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Chad,2016,Both sexes",130.3,110.2,145.4
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Chad,2016,Male",136.5,115.7,152.5
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Chad,2016,Female",124,105.4,138.1
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Chile,2016,Both sexes",6.15,3.74,9.36
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Chile,2016,Male",6,3.68,9.14
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Chile,2016,Female",6.29,3.82,9.55
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"China,2016,Both sexes",6.79,5.03,8.33
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"China,2016,Male",6.82,5.05,8.42
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"China,2016,Female",6.76,5.01,8.32
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Colombia,2016,Both sexes",5,2.95,7.26
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Colombia,2016,Male",5.27,3.1,7.66
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Colombia,2016,Female",4.73,2.8,6.87
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Comoros,2016,Both sexes",51.77,43.68,58.78
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Comoros,2016,Male",54.16,45.6,61.83
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Comoros,2016,Female",49.32,41.77,55.79
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Congo,2016,Both sexes",34.39,28.36,39.38
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Congo,2016,Male",34.31,28.16,39.5
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Congo,2016,Female",34.48,28.59,39.4
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Costa Rica,2016,Both sexes",3.2,1.85,4.74
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Costa Rica,2016,Male",3.6,2.1,5.37
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Costa Rica,2016,Female",2.79,1.6,4.17
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Côte d’Ivoire,2016,Both sexes",76.42,63.48,87.7
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Côte d’Ivoire,2016,Male",85.77,70.7,99.03
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Côte d’Ivoire,2016,Female",66.81,55.69,75.93
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Croatia,2016,Both sexes",3.26,1.57,5.37
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Croatia,2016,Male",3.59,1.76,5.83
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Croatia,2016,Female",2.94,1.39,4.91
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Cuba,2016,Both sexes",17.84,6.97,35.31
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Cuba,2016,Male",17.68,7.04,35.07
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Cuba,2016,Female",17.99,6.84,35.74
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Cyprus,2016,Both sexes",1.68,0.82,2.72
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Cyprus,2016,Male",1.5,0.73,2.43
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Cyprus,2016,Female",1.87,0.9,3.02
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Czechia,2016,Both sexes",5.71,2.7,9.59
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Czechia,2016,Male",5.91,2.79,9.92
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Czechia,2016,Female",5.51,2.59,9.31
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Democratic People's Republic of Korea,2016,Both sexes",12.04,9.96,13.75
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Democratic People's Republic of Korea,2016,Male",12.37,10.2,14.24
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Democratic People's Republic of Korea,2016,Female",11.72,9.66,13.28
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Democratic Republic of the Congo,2016,Both sexes",62.91,53.46,70.56
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Democratic Republic of the Congo,2016,Male",63.05,53.62,70.83
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Democratic Republic of the Congo,2016,Female",62.78,53.44,70.14
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Denmark,2016,Both sexes",3.58,1.04,7.31
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Denmark,2016,Male",3.47,1.01,7.09
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Denmark,2016,Female",3.69,1.07,7.53
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Djibouti,2016,Both sexes",45.96,38.37,51.84
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Djibouti,2016,Male",48,39.9,54.67
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Djibouti,2016,Female",43.9,36.97,49.24
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Dominican Republic,2016,Both sexes",5.03,3,7.35
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Dominican Republic,2016,Male",5.45,3.25,7.95
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Dominican Republic,2016,Female",4.61,2.75,6.71
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Ecuador,2016,Both sexes",6.02,2.87,9.77
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Ecuador,2016,Male",6.04,2.9,9.63
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Ecuador,2016,Female",6.01,2.86,9.92
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Egypt,2016,Both sexes",9.65,7.5,12.39
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Egypt,2016,Male",11.48,8.94,14.69
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Egypt,2016,Female",7.78,6.03,10
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"El Salvador,2016,Both sexes",10.85,7.28,14.56
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"El Salvador,2016,Male",12.48,8.43,16.78
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"El Salvador,2016,Female",9.4,6.32,12.6
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Equatorial Guinea,2016,Both sexes",59.4,43.42,72.65
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Equatorial Guinea,2016,Male",58.6,42.89,72.02
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Equatorial Guinea,2016,Female",60.39,43.94,73.51
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Eritrea,2016,Both sexes",46.92,39.09,53.48
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Eritrea,2016,Male",52.3,43.44,59.97
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Eritrea,2016,Female",41.52,34.49,47.14
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Estonia,2016,Both sexes",2.63,0.54,5.92
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Estonia,2016,Male",3.37,0.72,7.51
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Estonia,2016,Female",1.97,0.39,4.48
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Eswatini,2016,Both sexes",33.25,26.31,39.77
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Eswatini,2016,Male",35.4,27.89,42.6
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Eswatini,2016,Female",31.23,24.84,37.19
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Ethiopia,2016,Both sexes",42.77,36.31,47.84
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Ethiopia,2016,Male",46.9,39.65,52.8
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Ethiopia,2016,Female",38.65,32.87,42.97
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Fiji,2016,Both sexes",12.01,8.08,15.25
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Fiji,2016,Male",13.12,8.85,16.78
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Fiji,2016,Female",10.85,7.32,13.7
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Finland,2016,Both sexes",0.22,0.016,0.67
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Finland,2016,Male",0.22,0.016,0.66
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Finland,2016,Female",0.22,0.016,0.67
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"France,2016,Both sexes",3.08,1.06,5.87
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"France,2016,Male",2.8,0.96,5.34
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"France,2016,Female",3.35,1.15,6.38
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Gabon,2016,Both sexes",23.88,16.92,33.42
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Gabon,2016,Male",24.25,17.18,34.22
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Gabon,2016,Female",23.5,16.66,32.67
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Gambia,2016,Both sexes",51.85,44.05,58.18
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Gambia,2016,Male",57.63,48.61,65.04
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Gambia,2016,Female",46.19,39.32,51.72
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Georgia,2016,Both sexes",5.01,3.19,6.91
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Georgia,2016,Male",5.79,3.7,8.06
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Georgia,2016,Female",4.29,2.73,5.91
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Germany,2016,Both sexes",3.17,1.09,6.03
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Germany,2016,Male",3.25,1.12,6.19
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Germany,2016,Female",3.09,1.06,5.88
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Ghana,2016,Both sexes",47.95,40.2,54.89
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Ghana,2016,Male",56.99,47.41,65.6
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Ghana,2016,Female",38.98,32.6,44.36
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Greece,2016,Both sexes",11.42,5.01,26.79
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Greece,2016,Male",9.79,4.34,22.37
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Greece,2016,Female",13,5.65,31.33
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Grenada,2016,Both sexes",11.73,7.05,17.35
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Grenada,2016,Male",9.06,5.43,13.46
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Grenada,2016,Female",14.43,8.64,21.36
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Guatemala,2016,Both sexes",22.58,18.27,26.43
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Guatemala,2016,Male",23.43,18.89,27.65
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Guatemala,2016,Female",21.76,17.67,25.32
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Guinea,2016,Both sexes",71.41,60.68,80.04
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Guinea,2016,Male",76,64.28,85.6
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Guinea,2016,Female",66.79,56.86,74.7
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Guinea-Bissau,2016,Both sexes",61.14,51.82,68.43
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Guinea-Bissau,2016,Male",65.55,55.31,73.56
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Guinea-Bissau,2016,Female",56.87,48.45,63.43
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Guyana,2016,Both sexes",12.77,9.28,16.43
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Guyana,2016,Male",12.98,9.42,16.83
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Guyana,2016,Female",12.55,9.07,16.03
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Haiti,2016,Both sexes",39.01,32.94,44.01
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Haiti,2016,Male",43.03,36.28,48.66
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Haiti,2016,Female",35.08,29.73,39.45
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Honduras,2016,Both sexes",4.4,3.45,5.37
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Honduras,2016,Male",5.36,4.13,6.59
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Honduras,2016,Female",3.44,2.7,4.2
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Hungary,2016,Both sexes",1.86,0.84,3.1
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Hungary,2016,Male",1.95,0.87,3.24
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Hungary,2016,Female",1.79,0.8,2.98
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Iceland,2016,Both sexes",1.05,0.15,2.75
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Iceland,2016,Male",0.88,0.12,2.3
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Iceland,2016,Female",1.22,0.17,3.19
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"India,2016,Both sexes",29.86,23.84,34.85
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"India,2016,Male",25.15,20,29.56
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"India,2016,Female",34.94,28.13,40.64
